page_name,date,region,amt_spent
Joe Biden,2019-12-22,Pennsylvania,3383
Joe Biden,2019-12-29,Pennsylvania,3614
Joe Biden,2020-01-05,Pennsylvania,3179
Joe Biden,2020-01-12,Pennsylvania,1917
Joe Biden,2020-01-19,Pennsylvania,1684
Joe Biden,2020-01-26,Pennsylvania,2942
Joe Biden,2020-02-02,Pennsylvania,3757
Joe Biden,2020-02-09,Pennsylvania,5676
Joe Biden,2020-02-16,Pennsylvania,1837
Joe Biden,2020-02-23,Pennsylvania,3112
Joe Biden,2020-03-01,Pennsylvania,19778
Joe Biden,2020-03-08,Pennsylvania,69382
Joe Biden,2020-03-15,Pennsylvania,25063
Joe Biden,2020-03-22,Pennsylvania,32214
Joe Biden,2020-03-29,Pennsylvania,34663
Joe Biden,2020-04-05,Pennsylvania,33430
Joe Biden,2020-04-12,Pennsylvania,42252
Joe Biden,2020-04-19,Pennsylvania,44648
Joe Biden,2020-04-26,Pennsylvania,22521
Joe Biden,2020-05-03,Pennsylvania,21109
Joe Biden,2020-05-10,Pennsylvania,21874
Pete Buttigieg,2019-10-20,Pennsylvania,16542
Pete Buttigieg,2019-10-27,Pennsylvania,11480
Pete Buttigieg,2019-11-03,Pennsylvania,8782
Pete Buttigieg,2019-11-10,Pennsylvania,8645
Pete Buttigieg,2019-11-17,Pennsylvania,3886
Pete Buttigieg,2019-11-24,Pennsylvania,6705
Pete Buttigieg,2019-12-01,Pennsylvania,1179
Pete Buttigieg,2019-12-15,Pennsylvania,1891
Pete Buttigieg,2019-12-22,Pennsylvania,3005
Pete Buttigieg,2019-12-29,Pennsylvania,2756
Pete Buttigieg,2020-01-05,Pennsylvania,3185
Pete Buttigieg,2020-01-12,Pennsylvania,1245
Pete Buttigieg,2020-01-19,Pennsylvania,2197
Pete Buttigieg,2020-01-26,Pennsylvania,1589
Pete Buttigieg,2020-02-02,Pennsylvania,3520
Pete Buttigieg,2020-02-09,Pennsylvania,13730
Pete Buttigieg,2020-02-16,Pennsylvania,6981
Pete Buttigieg,2020-02-23,Pennsylvania,9409
Pete Buttigieg,2020-03-01,Pennsylvania,6726
Tom Steyer,2019-10-20,Pennsylvania,2258
Tom Steyer,2019-10-27,Pennsylvania,2424
Tom Steyer,2019-11-03,Pennsylvania,1331
Tom Steyer,2019-11-10,Pennsylvania,2044
Tom Steyer,2019-11-17,Pennsylvania,16037
Tom Steyer,2019-11-24,Pennsylvania,33373
Tom Steyer,2019-12-01,Pennsylvania,22750
Tom Steyer,2019-12-15,Pennsylvania,2720
Tom Steyer,2019-12-22,Pennsylvania,16452
Tom Steyer,2019-12-29,Pennsylvania,32906
Tom Steyer,2020-01-05,Pennsylvania,28218
Tom Steyer,2020-01-12,Pennsylvania,12180
Tom Steyer,2020-01-19,Pennsylvania,24034
Tom Steyer,2020-01-26,Pennsylvania,15373
Tom Steyer,2020-02-02,Pennsylvania,100
Tom Steyer,2020-02-09,Pennsylvania,100
Tom Steyer,2020-02-16,Pennsylvania,100
Tom Steyer,2020-02-23,Pennsylvania,100
Tom Steyer,2020-03-01,Pennsylvania,100
Bernie Sanders,2020-03-08,Puerto Rico,100
Bernie Sanders,2020-03-15,Puerto Rico,168
Bernie Sanders,2020-03-22,Puerto Rico,100
Donald J. Trump,2019-11-03,Puerto Rico,100
Elizabeth Warren,2019-11-03,Puerto Rico,100
Elizabeth Warren,2019-12-22,Puerto Rico,100
Elizabeth Warren,2019-12-29,Puerto Rico,100
Elizabeth Warren,2020-01-05,Puerto Rico,100
Amy Klobuchar,2019-10-20,Rhode Island,200
Amy Klobuchar,2019-10-27,Rhode Island,200
Amy Klobuchar,2019-11-03,Rhode Island,200
Amy Klobuchar,2019-11-10,Rhode Island,200
Amy Klobuchar,2019-11-17,Rhode Island,100
Amy Klobuchar,2019-11-24,Rhode Island,117
Amy Klobuchar,2019-12-01,Rhode Island,100
Amy Klobuchar,2019-12-15,Rhode Island,100
Amy Klobuchar,2019-12-22,Rhode Island,131
Amy Klobuchar,2019-12-29,Rhode Island,119
Amy Klobuchar,2020-01-05,Rhode Island,102
Amy Klobuchar,2020-01-12,Rhode Island,102
Amy Klobuchar,2020-01-19,Rhode Island,114
Amy Klobuchar,2020-01-26,Rhode Island,264
Amy Klobuchar,2020-02-02,Rhode Island,100
Amy Klobuchar,2020-02-09,Rhode Island,164
Amy Klobuchar,2020-02-16,Rhode Island,170
Amy Klobuchar,2020-02-23,Rhode Island,114
Amy Klobuchar,2020-03-01,Rhode Island,100
Amy Klobuchar,2020-03-08,Rhode Island,100
Andrew Yang for President 2020,2019-10-20,Rhode Island,100
Andrew Yang for President 2020,2019-10-27,Rhode Island,100
Andrew Yang for President 2020,2019-11-03,Rhode Island,100
Andrew Yang for President 2020,2019-11-10,Rhode Island,100
Andrew Yang for President 2020,2019-11-17,Rhode Island,100
Andrew Yang for President 2020,2019-11-24,Rhode Island,100
Andrew Yang for President 2020,2019-12-01,Rhode Island,100
Andrew Yang for President 2020,2019-12-15,Rhode Island,100
Andrew Yang for President 2020,2019-12-22,Rhode Island,100
Andrew Yang for President 2020,2019-12-29,Rhode Island,100
Andrew Yang for President 2020,2020-01-05,Rhode Island,100
Andrew Yang for President 2020,2020-01-12,Rhode Island,100
Andrew Yang for President 2020,2020-01-19,Rhode Island,100
Andrew Yang for President 2020,2020-01-26,Rhode Island,100
Andrew Yang for President 2020,2020-02-02,Rhode Island,100
Andrew Yang for President 2020,2020-02-09,Rhode Island,100
Andrew Yang for President 2020,2020-02-16,Rhode Island,100
Bernie Sanders,2019-10-20,Rhode Island,290
Bernie Sanders,2019-10-27,Rhode Island,245
Bernie Sanders,2019-11-03,Rhode Island,694
Bernie Sanders,2019-11-10,Rhode Island,100
Bernie Sanders,2019-11-17,Rhode Island,466
Bernie Sanders,2019-11-24,Rhode Island,802
Bernie Sanders,2019-12-01,Rhode Island,955
Bernie Sanders,2019-12-15,Rhode Island,980
Bernie Sanders,2019-12-22,Rhode Island,663
Bernie Sanders,2019-12-29,Rhode Island,1728
Bernie Sanders,2020-01-05,Rhode Island,1600
Bernie Sanders,2020-01-12,Rhode Island,491
Bernie Sanders,2020-01-19,Rhode Island,1465
Bernie Sanders,2020-01-26,Rhode Island,1003
Bernie Sanders,2020-02-02,Rhode Island,2718
Bernie Sanders,2020-02-09,Rhode Island,734
Bernie Sanders,2020-02-16,Rhode Island,818
Bernie Sanders,2020-02-23,Rhode Island,2476
Bernie Sanders,2020-03-01,Rhode Island,2962
Bernie Sanders,2020-03-08,Rhode Island,2783
Bernie Sanders,2020-03-15,Rhode Island,1093
Bernie Sanders,2020-03-22,Rhode Island,160
Cory Booker,2019-10-20,Rhode Island,200
Cory Booker,2019-10-27,Rhode Island,200
Cory Booker,2019-11-03,Rhode Island,250
Cory Booker,2019-11-10,Rhode Island,200
Cory Booker,2019-11-17,Rhode Island,100
Cory Booker,2019-11-24,Rhode Island,100
Cory Booker,2019-12-01,Rhode Island,100
Cory Booker,2019-12-15,Rhode Island,100
Cory Booker,2019-12-22,Rhode Island,100
Cory Booker,2019-12-29,Rhode Island,100
Cory Booker,2020-01-05,Rhode Island,100
Cory Booker,2020-01-12,Rhode Island,100
Cory Booker,2020-01-19,Rhode Island,100
Cory Booker,2020-05-10,Rhode Island,100
Donald J. Trump,2019-10-20,Rhode Island,567
Donald J. Trump,2019-10-27,Rhode Island,601
Donald J. Trump,2019-11-03,Rhode Island,702
Donald J. Trump,2019-11-10,Rhode Island,719
Donald J. Trump,2019-11-17,Rhode Island,1907
Donald J. Trump,2019-11-24,Rhode Island,1132
Donald J. Trump,2019-12-01,Rhode Island,587
Donald J. Trump,2019-12-15,Rhode Island,1495
Donald J. Trump,2019-12-22,Rhode Island,2932
Donald J. Trump,2019-12-29,Rhode Island,929
Donald J. Trump,2020-01-05,Rhode Island,1618
Donald J. Trump,2020-01-12,Rhode Island,1540
Donald J. Trump,2020-01-19,Rhode Island,1750
Donald J. Trump,2020-01-26,Rhode Island,1872
Donald J. Trump,2020-02-02,Rhode Island,3340
Donald J. Trump,2020-02-09,Rhode Island,4257
Donald J. Trump,2020-02-16,Rhode Island,836
Donald J. Trump,2020-02-23,Rhode Island,654
Donald J. Trump,2020-03-01,Rhode Island,803
Donald J. Trump,2020-03-08,Rhode Island,871
Donald J. Trump,2020-03-15,Rhode Island,763
Donald J. Trump,2020-03-22,Rhode Island,1190
Donald J. Trump,2020-03-29,Rhode Island,1363
Donald J. Trump,2020-04-05,Rhode Island,1257
Donald J. Trump,2020-04-12,Rhode Island,1096
Donald J. Trump,2020-04-19,Rhode Island,1619
Donald J. Trump,2020-04-26,Rhode Island,1353
Donald J. Trump,2020-05-03,Rhode Island,1447
Donald J. Trump,2020-05-10,Rhode Island,1148
Elizabeth Warren,2019-10-20,Rhode Island,920
Elizabeth Warren,2019-10-27,Rhode Island,901
Elizabeth Warren,2019-11-03,Rhode Island,861
Elizabeth Warren,2019-11-10,Rhode Island,825
Elizabeth Warren,2019-11-17,Rhode Island,547
Elizabeth Warren,2019-11-24,Rhode Island,761
Elizabeth Warren,2019-12-01,Rhode Island,740
Elizabeth Warren,2019-12-15,Rhode Island,902
Elizabeth Warren,2019-12-22,Rhode Island,1241
Elizabeth Warren,2019-12-29,Rhode Island,976
Elizabeth Warren,2020-01-05,Rhode Island,746
Elizabeth Warren,2020-01-12,Rhode Island,755
Elizabeth Warren,2020-01-19,Rhode Island,1179
Elizabeth Warren,2020-01-26,Rhode Island,911
Elizabeth Warren,2020-02-02,Rhode Island,1216
Elizabeth Warren,2020-02-09,Rhode Island,741
Elizabeth Warren,2020-02-16,Rhode Island,606
Elizabeth Warren,2020-02-23,Rhode Island,1254
Elizabeth Warren,2020-03-01,Rhode Island,1264
Elizabeth Warren,2020-03-08,Rhode Island,475
Elizabeth Warren,2020-03-29,Rhode Island,100
Elizabeth Warren,2020-04-05,Rhode Island,100
Elizabeth Warren,2020-04-12,Rhode Island,100
Elizabeth Warren,2020-04-19,Rhode Island,100
Elizabeth Warren,2020-04-26,Rhode Island,100
Elizabeth Warren,2020-05-03,Rhode Island,100
Elizabeth Warren,2020-05-10,Rhode Island,100
Joe Biden,2019-10-20,Rhode Island,351
Joe Biden,2019-10-27,Rhode Island,342
Joe Biden,2019-11-03,Rhode Island,402
Joe Biden,2019-11-10,Rhode Island,309
Joe Biden,2019-11-17,Rhode Island,275
Joe Biden,2019-11-24,Rhode Island,186
Joe Biden,2019-12-01,Rhode Island,100
Joe Biden,2019-12-15,Rhode Island,286
Joe Biden,2019-12-22,Rhode Island,354
Joe Biden,2019-12-29,Rhode Island,361
Joe Biden,2020-01-05,Rhode Island,338
Joe Biden,2020-01-12,Rhode Island,187
Joe Biden,2020-01-19,Rhode Island,182
Joe Biden,2020-01-26,Rhode Island,301
Joe Biden,2020-02-02,Rhode Island,387
Joe Biden,2020-02-09,Rhode Island,544
Joe Biden,2020-02-16,Rhode Island,178
Joe Biden,2020-02-23,Rhode Island,319
Joe Biden,2020-03-01,Rhode Island,2017
Joe Biden,2020-03-08,Rhode Island,7538
Joe Biden,2020-03-15,Rhode Island,2932
Joe Biden,2020-03-22,Rhode Island,3738
Joe Biden,2020-03-29,Rhode Island,3749
Joe Biden,2020-04-05,Rhode Island,3645
Joe Biden,2020-04-12,Rhode Island,4693
Joe Biden,2020-04-19,Rhode Island,4235
Joe Biden,2020-04-26,Rhode Island,1833
Joe Biden,2020-05-03,Rhode Island,2130
Joe Biden,2020-05-10,Rhode Island,2290
Pete Buttigieg,2019-10-20,Rhode Island,1560
Pete Buttigieg,2019-10-27,Rhode Island,1221
Pete Buttigieg,2019-11-03,Rhode Island,1091
Pete Buttigieg,2019-11-10,Rhode Island,1728
Pete Buttigieg,2019-11-17,Rhode Island,547
Pete Buttigieg,2019-11-24,Rhode Island,878
Pete Buttigieg,2019-12-01,Rhode Island,168
Pete Buttigieg,2019-12-15,Rhode Island,241
Pete Buttigieg,2019-12-22,Rhode Island,375
Pete Buttigieg,2019-12-29,Rhode Island,358
Pete Buttigieg,2020-01-05,Rhode Island,414
Pete Buttigieg,2020-01-12,Rhode Island,156
Pete Buttigieg,2020-01-19,Rhode Island,257
Pete Buttigieg,2020-01-26,Rhode Island,185
Pete Buttigieg,2020-02-02,Rhode Island,413
Pete Buttigieg,2020-02-09,Rhode Island,1614
Pete Buttigieg,2020-02-16,Rhode Island,814
Pete Buttigieg,2020-02-23,Rhode Island,1177
Pete Buttigieg,2020-03-01,Rhode Island,833
Tom Steyer,2019-10-20,Rhode Island,265
Tom Steyer,2019-10-27,Rhode Island,216
Tom Steyer,2019-11-03,Rhode Island,200
Tom Steyer,2019-11-10,Rhode Island,310
Tom Steyer,2019-11-17,Rhode Island,1772
Tom Steyer,2019-11-24,Rhode Island,4019
Tom Steyer,2019-12-01,Rhode Island,2896
Tom Steyer,2019-12-15,Rhode Island,257
Tom Steyer,2019-12-22,Rhode Island,1922
Tom Steyer,2019-12-29,Rhode Island,4085
Tom Steyer,2020-01-05,Rhode Island,3724
Tom Steyer,2020-01-12,Rhode Island,1559
Tom Steyer,2020-01-19,Rhode Island,2938
Tom Steyer,2020-01-26,Rhode Island,1744
Tom Steyer,2020-02-02,Rhode Island,100
Tom Steyer,2020-02-09,Rhode Island,100
Amy Klobuchar,2019-10-20,South Carolina,311
Amy Klobuchar,2019-10-27,South Carolina,200
Amy Klobuchar,2019-11-03,South Carolina,1633
Amy Klobuchar,2019-11-10,South Carolina,1643
Amy Klobuchar,2019-11-17,South Carolina,641
Amy Klobuchar,2019-11-24,South Carolina,292
Amy Klobuchar,2019-12-01,South Carolina,814
Amy Klobuchar,2019-12-15,South Carolina,253
Amy Klobuchar,2019-12-22,South Carolina,379
Amy Klobuchar,2019-12-29,South Carolina,334
Amy Klobuchar,2020-01-05,South Carolina,253
Amy Klobuchar,2020-01-12,South Carolina,230
Amy Klobuchar,2020-01-19,South Carolina,288
Amy Klobuchar,2020-01-26,South Carolina,575
Amy Klobuchar,2020-02-02,South Carolina,234
Amy Klobuchar,2020-02-09,South Carolina,473
Amy Klobuchar,2020-02-16,South Carolina,482
Amy Klobuchar,2020-02-23,South Carolina,347
Amy Klobuchar,2020-03-01,South Carolina,1051
Amy Klobuchar,2020-03-08,South Carolina,100
Andrew Yang for President 2020,2019-10-20,South Carolina,100
Andrew Yang for President 2020,2019-10-27,South Carolina,100
Andrew Yang for President 2020,2019-11-03,South Carolina,100
Andrew Yang for President 2020,2019-11-10,South Carolina,100
Andrew Yang for President 2020,2019-11-17,South Carolina,100
Andrew Yang for President 2020,2019-11-24,South Carolina,320
Andrew Yang for President 2020,2019-12-01,South Carolina,100
Andrew Yang for President 2020,2019-12-15,South Carolina,100
Andrew Yang for President 2020,2019-12-22,South Carolina,100
Andrew Yang for President 2020,2019-12-29,South Carolina,100
Andrew Yang for President 2020,2020-01-05,South Carolina,100
Andrew Yang for President 2020,2020-01-12,South Carolina,100
Andrew Yang for President 2020,2020-01-19,South Carolina,229
Andrew Yang for President 2020,2020-01-26,South Carolina,697
Andrew Yang for President 2020,2020-02-02,South Carolina,100
Andrew Yang for President 2020,2020-02-09,South Carolina,100
Andrew Yang for President 2020,2020-02-16,South Carolina,100
Bernie Sanders,2019-10-20,South Carolina,411
Bernie Sanders,2019-10-27,South Carolina,348
Bernie Sanders,2019-11-03,South Carolina,902
Bernie Sanders,2019-11-10,South Carolina,194
Bernie Sanders,2019-11-17,South Carolina,644
Bernie Sanders,2019-11-24,South Carolina,1002
Bernie Sanders,2019-12-01,South Carolina,1218
Bernie Sanders,2019-12-15,South Carolina,1375
Bernie Sanders,2019-12-22,South Carolina,999
Bernie Sanders,2019-12-29,South Carolina,2427
Bernie Sanders,2020-01-05,South Carolina,2153
Bernie Sanders,2020-01-12,South Carolina,662
Bernie Sanders,2020-01-19,South Carolina,1774
Bernie Sanders,2020-01-26,South Carolina,1263
Bernie Sanders,2020-02-02,South Carolina,3506
Bernie Sanders,2020-02-09,South Carolina,917
Bernie Sanders,2020-02-16,South Carolina,11691
Bernie Sanders,2020-02-23,South Carolina,10650
Bernie Sanders,2020-03-01,South Carolina,53861
Bernie Sanders,2020-03-08,South Carolina,4219
Bernie Sanders,2020-03-15,South Carolina,1219
Bernie Sanders,2020-03-22,South Carolina,184
Cory Booker,2019-10-20,South Carolina,310
Cory Booker,2019-10-27,South Carolina,275
Cory Booker,2019-11-03,South Carolina,450
Cory Booker,2019-11-10,South Carolina,376
Cory Booker,2019-11-17,South Carolina,107
Cory Booker,2019-11-24,South Carolina,196
Cory Booker,2019-12-01,South Carolina,7343
Cory Booker,2019-12-15,South Carolina,3152
Cory Booker,2019-12-22,South Carolina,157
Cory Booker,2019-12-29,South Carolina,100
Cory Booker,2020-01-05,South Carolina,400
Cory Booker,2020-01-12,South Carolina,100
Cory Booker,2020-01-19,South Carolina,100
Cory Booker,2020-05-10,South Carolina,100
Donald J. Trump,2019-10-20,South Carolina,3696
Donald J. Trump,2019-10-27,South Carolina,3879
Donald J. Trump,2019-11-03,South Carolina,5811
Donald J. Trump,2019-11-10,South Carolina,4996
Donald J. Trump,2019-11-17,South Carolina,17037
Donald J. Trump,2019-11-24,South Carolina,9112
Donald J. Trump,2019-12-01,South Carolina,3770
Donald J. Trump,2019-12-15,South Carolina,12742
Donald J. Trump,2019-12-22,South Carolina,24432
Donald J. Trump,2019-12-29,South Carolina,8965
Donald J. Trump,2020-01-05,South Carolina,11738
Donald J. Trump,2020-01-12,South Carolina,11599
Donald J. Trump,2020-01-19,South Carolina,12324
Donald J. Trump,2020-01-26,South Carolina,17145
Donald J. Trump,2020-02-02,South Carolina,33126
Donald J. Trump,2020-02-09,South Carolina,25733
Donald J. Trump,2020-02-16,South Carolina,6389
Donald J. Trump,2020-02-23,South Carolina,5468
Donald J. Trump,2020-03-01,South Carolina,17058
Donald J. Trump,2020-03-08,South Carolina,7892
Donald J. Trump,2020-03-15,South Carolina,6588
Donald J. Trump,2020-03-22,South Carolina,8582
Donald J. Trump,2020-03-29,South Carolina,9248
Donald J. Trump,2020-04-05,South Carolina,11095
Donald J. Trump,2020-04-12,South Carolina,8922
Donald J. Trump,2020-04-19,South Carolina,14053
Donald J. Trump,2020-04-26,South Carolina,10892
Donald J. Trump,2020-05-03,South Carolina,10901
Donald J. Trump,2020-05-10,South Carolina,9160
Elizabeth Warren,2019-10-20,South Carolina,9967
Elizabeth Warren,2019-10-27,South Carolina,8482
Elizabeth Warren,2019-11-03,South Carolina,7802
Elizabeth Warren,2019-11-10,South Carolina,11094
Elizabeth Warren,2019-11-17,South Carolina,7184
Elizabeth Warren,2019-11-24,South Carolina,5510
Elizabeth Warren,2019-12-01,South Carolina,6327
Elizabeth Warren,2019-12-15,South Carolina,11543
Elizabeth Warren,2019-12-22,South Carolina,9132
Elizabeth Warren,2019-12-29,South Carolina,4116
Elizabeth Warren,2020-01-05,South Carolina,6522
Elizabeth Warren,2020-01-12,South Carolina,8679
Elizabeth Warren,2020-01-19,South Carolina,9116
Elizabeth Warren,2020-01-26,South Carolina,10827
Elizabeth Warren,2020-02-02,South Carolina,9214
Elizabeth Warren,2020-02-09,South Carolina,11596
Elizabeth Warren,2020-02-16,South Carolina,11578
Elizabeth Warren,2020-02-23,South Carolina,11918
Elizabeth Warren,2020-03-01,South Carolina,20065
Elizabeth Warren,2020-03-08,South Carolina,985
Elizabeth Warren,2020-03-29,South Carolina,100
Elizabeth Warren,2020-04-05,South Carolina,100
Elizabeth Warren,2020-04-12,South Carolina,100
Elizabeth Warren,2020-04-19,South Carolina,100
Elizabeth Warren,2020-04-26,South Carolina,139
Elizabeth Warren,2020-05-03,South Carolina,100
Elizabeth Warren,2020-05-10,South Carolina,100
Joe Biden,2019-10-20,South Carolina,844
Joe Biden,2019-10-27,South Carolina,741
Joe Biden,2019-11-03,South Carolina,1104
Joe Biden,2019-11-10,South Carolina,912
Joe Biden,2019-11-17,South Carolina,768
Joe Biden,2019-11-24,South Carolina,474
Joe Biden,2019-12-01,South Carolina,154
Joe Biden,2019-12-15,South Carolina,823
Joe Biden,2019-12-22,South Carolina,1972
Joe Biden,2019-12-29,South Carolina,1105
Joe Biden,2020-01-05,South Carolina,954
Joe Biden,2020-01-12,South Carolina,493
Joe Biden,2020-01-19,South Carolina,408
Joe Biden,2020-01-26,South Carolina,865
Joe Biden,2020-02-02,South Carolina,971
Joe Biden,2020-02-09,South Carolina,13568
Joe Biden,2020-02-16,South Carolina,11195
Joe Biden,2020-02-23,South Carolina,10078
Joe Biden,2020-03-01,South Carolina,41523
Joe Biden,2020-03-08,South Carolina,24979
Joe Biden,2020-03-15,South Carolina,7909
Joe Biden,2020-03-22,South Carolina,9056
Joe Biden,2020-03-29,South Carolina,9442
Joe Biden,2020-04-05,South Carolina,9302
Joe Biden,2020-04-12,South Carolina,11386
Joe Biden,2020-04-19,South Carolina,9902
Joe Biden,2020-04-26,South Carolina,5135
Joe Biden,2020-05-03,South Carolina,6154
Joe Biden,2020-05-10,South Carolina,6494
Pete Buttigieg,2019-10-20,South Carolina,4168
Pete Buttigieg,2019-10-27,South Carolina,7277
Pete Buttigieg,2019-11-03,South Carolina,2586
Pete Buttigieg,2019-11-10,South Carolina,2518
Pete Buttigieg,2019-11-17,South Carolina,1368
Pete Buttigieg,2019-11-24,South Carolina,2173
Pete Buttigieg,2019-12-01,South Carolina,3171
Pete Buttigieg,2019-12-15,South Carolina,8791
Pete Buttigieg,2019-12-22,South Carolina,9280
Pete Buttigieg,2019-12-29,South Carolina,9825
Pete Buttigieg,2020-01-05,South Carolina,8240
Pete Buttigieg,2020-01-12,South Carolina,8515
Pete Buttigieg,2020-01-19,South Carolina,1126
Pete Buttigieg,2020-01-26,South Carolina,510
Pete Buttigieg,2020-02-02,South Carolina,1156
Pete Buttigieg,2020-02-09,South Carolina,3954
Pete Buttigieg,2020-02-16,South Carolina,36365
Pete Buttigieg,2020-02-23,South Carolina,50356
Pete Buttigieg,2020-03-01,South Carolina,39943
Tom Steyer,2019-10-20,South Carolina,192356
Tom Steyer,2019-10-27,South Carolina,83191
Tom Steyer,2019-11-03,South Carolina,57081
Tom Steyer,2019-11-10,South Carolina,70473
Tom Steyer,2019-11-17,South Carolina,118711
Tom Steyer,2019-11-24,South Carolina,64624
Tom Steyer,2019-12-01,South Carolina,54488
Tom Steyer,2019-12-15,South Carolina,61522
Tom Steyer,2019-12-22,South Carolina,120214
Tom Steyer,2019-12-29,South Carolina,120723
Tom Steyer,2020-01-05,South Carolina,114134
Tom Steyer,2020-01-12,South Carolina,184923
Tom Steyer,2020-01-19,South Carolina,201090
Tom Steyer,2020-01-26,South Carolina,94631
Tom Steyer,2020-02-02,South Carolina,104432
Tom Steyer,2020-02-09,South Carolina,153520
Tom Steyer,2020-02-16,South Carolina,234689
Tom Steyer,2020-02-23,South Carolina,170516
Tom Steyer,2020-03-01,South Carolina,152515
Amy Klobuchar,2019-10-20,South Dakota,200
Amy Klobuchar,2019-10-27,South Dakota,200
Amy Klobuchar,2019-11-03,South Dakota,200
Amy Klobuchar,2019-11-10,South Dakota,200
Amy Klobuchar,2019-11-17,South Dakota,100
Amy Klobuchar,2019-11-24,South Dakota,100
Amy Klobuchar,2019-12-01,South Dakota,100
Amy Klobuchar,2019-12-15,South Dakota,100
Amy Klobuchar,2019-12-22,South Dakota,431
Amy Klobuchar,2019-12-29,South Dakota,168
Amy Klobuchar,2020-01-05,South Dakota,111
Amy Klobuchar,2020-01-12,South Dakota,100
Amy Klobuchar,2020-01-19,South Dakota,100
Amy Klobuchar,2020-01-26,South Dakota,161
Amy Klobuchar,2020-02-02,South Dakota,150
Amy Klobuchar,2020-02-09,South Dakota,145
Amy Klobuchar,2020-02-16,South Dakota,147
Amy Klobuchar,2020-02-23,South Dakota,122
Amy Klobuchar,2020-03-01,South Dakota,100
Amy Klobuchar,2020-03-08,South Dakota,100
Andrew Yang for President 2020,2019-10-20,South Dakota,100
Andrew Yang for President 2020,2019-10-27,South Dakota,100
Andrew Yang for President 2020,2019-11-03,South Dakota,100
Andrew Yang for President 2020,2019-11-10,South Dakota,100
Andrew Yang for President 2020,2019-11-17,South Dakota,100
Andrew Yang for President 2020,2019-11-24,South Dakota,100
Andrew Yang for President 2020,2019-12-01,South Dakota,100
Andrew Yang for President 2020,2019-12-15,South Dakota,100
Andrew Yang for President 2020,2019-12-22,South Dakota,100
Andrew Yang for President 2020,2019-12-29,South Dakota,100
Andrew Yang for President 2020,2020-01-05,South Dakota,100
Andrew Yang for President 2020,2020-01-12,South Dakota,100
Andrew Yang for President 2020,2020-01-19,South Dakota,100
Andrew Yang for President 2020,2020-01-26,South Dakota,100
Andrew Yang for President 2020,2020-02-02,South Dakota,100
Andrew Yang for President 2020,2020-02-09,South Dakota,100
Andrew Yang for President 2020,2020-02-16,South Dakota,100
Bernie Sanders,2019-10-20,South Dakota,123
Bernie Sanders,2019-10-27,South Dakota,100
Bernie Sanders,2019-11-03,South Dakota,326
Bernie Sanders,2019-11-10,South Dakota,108
Bernie Sanders,2019-11-17,South Dakota,187
Bernie Sanders,2019-11-24,South Dakota,288
Bernie Sanders,2019-12-01,South Dakota,352
Bernie Sanders,2019-12-15,South Dakota,398
Bernie Sanders,2019-12-22,South Dakota,279
Bernie Sanders,2019-12-29,South Dakota,665
Bernie Sanders,2020-01-05,South Dakota,590
Bernie Sanders,2020-01-12,South Dakota,198
Bernie Sanders,2020-01-19,South Dakota,504
Bernie Sanders,2020-01-26,South Dakota,336
Bernie Sanders,2020-02-02,South Dakota,984
Bernie Sanders,2020-02-09,South Dakota,278
Bernie Sanders,2020-02-16,South Dakota,293
Bernie Sanders,2020-02-23,South Dakota,834
Bernie Sanders,2020-03-01,South Dakota,1021
Bernie Sanders,2020-03-08,South Dakota,904
Bernie Sanders,2020-03-15,South Dakota,356
Bernie Sanders,2020-03-22,South Dakota,100
Cory Booker,2019-10-20,South Dakota,200
Cory Booker,2019-10-27,South Dakota,200
Cory Booker,2019-11-03,South Dakota,200
Cory Booker,2019-11-10,South Dakota,200
Cory Booker,2019-11-17,South Dakota,100
Cory Booker,2019-11-24,South Dakota,100
Cory Booker,2019-12-01,South Dakota,100
Cory Booker,2019-12-15,South Dakota,100
Cory Booker,2019-12-22,South Dakota,217
Cory Booker,2019-12-29,South Dakota,100
Cory Booker,2020-01-05,South Dakota,100
Cory Booker,2020-01-12,South Dakota,100
Cory Booker,2020-01-19,South Dakota,100
Cory Booker,2020-05-10,South Dakota,100
Donald J. Trump,2019-10-20,South Dakota,605
Donald J. Trump,2019-10-27,South Dakota,749
Donald J. Trump,2019-11-03,South Dakota,995
Donald J. Trump,2019-11-10,South Dakota,905
Donald J. Trump,2019-11-17,South Dakota,2441
Donald J. Trump,2019-11-24,South Dakota,1331
Donald J. Trump,2019-12-01,South Dakota,677
Donald J. Trump,2019-12-15,South Dakota,2030
Donald J. Trump,2019-12-22,South Dakota,3893
Donald J. Trump,2019-12-29,South Dakota,1086
Donald J. Trump,2020-01-05,South Dakota,1852
Donald J. Trump,2020-01-12,South Dakota,1825
Donald J. Trump,2020-01-19,South Dakota,2351
Donald J. Trump,2020-01-26,South Dakota,2659
Donald J. Trump,2020-02-02,South Dakota,4771
Donald J. Trump,2020-02-09,South Dakota,3883
Donald J. Trump,2020-02-16,South Dakota,1057
Donald J. Trump,2020-02-23,South Dakota,819
Donald J. Trump,2020-03-01,South Dakota,1046
Donald J. Trump,2020-03-08,South Dakota,1004
Donald J. Trump,2020-03-15,South Dakota,995
Donald J. Trump,2020-03-22,South Dakota,1378
Donald J. Trump,2020-03-29,South Dakota,1445
Donald J. Trump,2020-04-05,South Dakota,1680
Donald J. Trump,2020-04-12,South Dakota,1536
Donald J. Trump,2020-04-19,South Dakota,2169
